"name","LONGITUDE","LATITUDE","Ernst...Young","Arthur.Andersen","MSI","IGAF","AGN","BDO","Grant.Thornton","Horwath","KPMG","Summit...Baker","RSM","Moores.Rowland","HLB","Moore.Stephens","Nexia","PKF","Fiducial","PWC","Impiric","TMP","Hakuhodo","Draft.Worldwide","Densu.Y...R","D.Arcy","FCB","Saatchi...Saatchi","O.M","BBDO","McCann.Erickson","J.Walter.Thompson","Euro.RSCG","CMG","Asatsu.DK","West.LB","Dresdner","Commerzbank","Deutsche","Chase","BNP.Paribas","ABN.Amro","CSFB","Rabobank","UBS","ING","Barclays","Fuji","BHV","BLG","Sakura","Sumitomo","Sanwa","JP.Morgan","BTM","DKB","HSBC","Citibank","Allianz","Skandia","Chubb","Prudential","Reliance","Winterthur","Fortis","CGNU","Liberty","Royal...Sun","Lloyds","Latham...Watkins","Morgan.Lewis","Baker...McKenzie","Clifford.Chance","Jones.Day","FBD","Allen...Overy","Dorsey...Whitney","Linklaters","White...Case","Cameron.McKenna","Morrison...Foerster","Lovells","Skadden","Sidley...Austin","Coudert","Towers.Perrin","Logica","Watson.Wyatt","Sema","CSC","Hewitt","IBM","Mercer","Boston","Deloitte","BoozeA.M","A.T..Kearney","McKinsey","Bain","Compass","Andersen.Consulting","Gemini"
"BRISTOL",-2.5833154718,51.4499977815,2,2,0,0,0,0,0,0,2,2,3,0,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"BRUSSELS",4.3333166083,50.8333170767,2,2,0,0,2,5,2,3,2,0,3,2,2,2,0,0,3,2,1,2,0,3,2,2,3,2,2,3,3,3,0,2,0,4,3,3,3,2,4,2,0,0,0,3,2,0,0,0,2,3,2,3,2,0,2,3,4,0,2,0,0,3,5,2,0,2,2,0,2,2,3,2,4,1,2,4,3,2,2,2,2,0,3,2,2,2,3,0,2,3,0,2,3,0,2,2,3,0,2,2
"BUCHAREST",26.099946654,44.4333718049,0,0,0,0,0,2,2,2,2,0,3,0,2,2,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,3,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
"BUDAPEST",19.0833206774,47.5000063264,2,2,0,2,2,0,2,2,3,0,3,0,4,2,2,2,0,2,2,0,0,0,3,2,2,2,2,2,2,2,0,0,0,3,3,2,2,0,3,4,2,2,0,0,2,0,2,3,0,2,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,1,0,2,2,3,0,2,0,0,2,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,2,0
"BUENOS AIRES",-58.3975313737,-34.6025016085,2,2,0,2,2,4,2,3,2,0,2,2,2,2,2,2,2,2,3,2,0,0,3,2,2,2,2,2,2,3,0,2,0,4,3,2,2,2,0,0,2,2,0,3,3,0,2,0,0,0,0,2,2,2,2,3,2,0,2,0,4,3,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,0,2,2,2,2,2,2,2,4,0,0,2,0
"BUFFALO",-78.8800020769,42.8799782502,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULAWAYO",28.5800019925,-20.1699975395,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAIRO",31.2499682197,30.0499603465,2,2,0,2,3,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,3,2,2,0,2,0,3,0,0,0,0,3,0,0,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"CALCUTTA",88.3639,22.5726,2,0,0,0,3,2,0,0,2,0,2,2,0,2,0,0,0,3,0,0,0,0,3,0,2,0,2,2,2,3,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALGARY",-114.079998212,51.0829917593,2,2,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,3,0,0,0,2,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0
"CANBERRA",149.129026244,-35.2830285454,2,0,0,0,1,0,0,0,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CAPE TOWN",18.4349881578,-33.9200109672,2,2,0,3,2,0,0,2,2,0,2,3,3,2,2,2,0,2,0,0,0,0,0,0,3,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CARACAS",-66.9170371924,10.5009985544,0,2,0,2,1,2,2,2,2,0,2,2,2,2,2,2,0,1,2,2,0,0,3,2,2,2,0,2,2,2,0,0,0,2,2,0,2,2,2,0,0,0,0,2,3,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,2,2,0,0,2,0
"CARDIFF",-3.22500756979,51.4999947297,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASABLANCA",-7.61636743309,33.5999762156,0,2,0,0,2,2,2,0,0,0,0,2,2,0,2,2,3,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"CHARLOTTE",-80.8300380877,35.2049945262,2,2,0,2,2,0,0,2,3,0,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0
"CHENNAI",80.2799987375,13.0899878122,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,2,0,0,0,3,0,2,0,2,2,2,3,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHICAGO",-87.7500549741,41.8299906607,2,5,2,2,2,2,5,2,3,2,3,2,4,0,2,2,4,2,3,3,0,5,0,2,3,0,2,2,2,3,2,2,0,2,2,3,3,2,2,2,2,2,3,2,3,3,0,0,4,3,2,4,3,4,2,3,0,0,4,3,2,3,2,3,3,2,3,3,0,5,0,4,0,0,0,0,0,0,0,2,3,5,0,3,0,2,0,0,5,0,2,2,0,2,5,4,3,2,5,0
"CHRISTCHURCH",172.63002315616,-43.53502159539,2,0,0,2,1,0,0,2,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CINCINNATTI",-84.516667,39.1,2,2,0,2,0,0,1,0,3,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"CIUDAD JUAREZ",-106.487014,31.738581,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEVELAND",-81.6949982114,41.4699867951,2,2,0,0,0,0,1,0,3,2,0,4,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,2,2,0,0,2,0
"COLOGNE",6.95000443383,50.9300036815,0,2,0,0,3,0,0,0,3,0,0,3,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,3,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,2
"COLOMBO",79.8577506093,6.93196575818,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"COLUMBUS",-82.9900096046,39.9799743846,2,2,0,2,2,0,0,0,3,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CONAKRY",-13.6802350275,9.53152284641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPENHAGEN",12.5634857473,55.6785641904,2,2,2,3,3,2,2,2,3,0,2,2,3,4,2,3,2,2,2,0,0,0,3,2,2,2,3,3,4,2,2,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,2,2,2,0,0,2,2
"CURITIBA",-49.3199976009,-25.4200130017,2,2,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAKAR",-17.4731301284,14.715831725,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"DALIAN",121.629830838,38.9228383932,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,3,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DALLAS",-96.8400169289,32.8200238231,0,2,0,0,0,0,2,2,3,0,3,2,0,2,0,0,0,2,0,3,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,3,2,0,2,3,0,0,4,0,2,3,2,3,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,2,0,2,2,0,2,2,2,3,0,2,0
"DAMASCUS",36.299995889,33.5000339956,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"DAR ES SALAAM",39.2683418363,-6.80001259474,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"DENVER",-104.984015952,39.7391880484,2,2,0,0,0,0,1,3,3,0,0,3,3,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,3,0,0,2,2,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0
"DETROIT",-83.0800557879,42.3299601431,2,2,0,0,2,0,1,0,3,0,0,4,0,2,0,0,0,2,3,0,0,0,0,2,3,0,2,2,0,4,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0
"DHAKA",90.4085794667,23.7230597117,0,0,0,3,3,0,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"DJIBOUTI",43.1480016671,11.5950144643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOHA",51.5329678943,25.2865560089,2,0,0,0,0,1,2,2,2,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
"DORTMUND",7.45002559269,51.5299670604,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOUALA",9.70999100611,4.06040976859,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"DRESDEN",13.7500028063,51.0499705191,0,2,0,2,0,0,0,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUBAI",55.2799743234,25.2299961538,2,2,2,2,2,3,2,3,3,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,1,2,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
"DUBLIN",-6.24890568178,53.333061136,2,2,0,2,2,2,2,2,2,0,3,0,2,2,2,2,3,2,0,2,0,0,2,2,0,0,2,2,2,2,0,0,0,2,2,3,2,4,2,3,0,2,2,0,2,0,2,0,0,3,0,0,0,0,3,2,2,2,2,2,0,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,2,0,0,2,0,0,2,0
"DURBAN",30.9800105374,-29.8650130017,2,2,0,0,0,0,0,0,2,0,2,2,3,2,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSSELDORF",6.783333,51.233333,0,2,0,0,3,0,0,0,2,0,3,3,3,2,2,0,2,3,0,2,2,0,0,2,0,0,2,4,0,0,0,0,0,5,2,3,3,0,0,2,0,0,0,0,2,2,2,2,3,3,2,0,3,3,3,2,0,0,2,0,0,3,0,2,0,0,0,0,0,2,3,0,3,0,0,0,2,2,0,3,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,0,0,2,0
"EDINBURGH",-3.21909061829,55.9483278596,2,2,0,0,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDMONTON",-113.499981935,53.5500246369,2,0,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESSEN",7.01661535506,51.4499977815,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRANKFURT",8.67501542017,50.0999768261,0,2,0,2,4,2,0,0,3,0,3,3,2,0,0,3,3,4,3,3,2,2,3,3,3,2,2,0,3,4,0,0,2,2,5,5,5,4,2,3,2,2,3,3,4,0,3,2,0,0,0,3,3,2,2,2,2,0,2,2,0,3,3,0,0,0,2,0,2,3,4,2,4,3,0,3,3,2,0,4,2,0,4,3,2,2,0,0,0,0,2,2,0,2,2,4,0,2,2,0
"FREETOWN",-13.2342157404,8.47001141249,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"GABORONE",25.9119477933,-24.6463134574,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"GENEVA",6.14002803409,46.2100075471,2,2,0,0,1,0,2,3,2,0,2,2,3,2,0,2,2,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,2,3,2,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"GENOA",8.93003861353,44.4099882193,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
